619717321 1076783393 241557461
211901395 1741531644 224737787
114927297 1738646732 269682059
700844837 1839025067 210270227
902821579 1630485840 387828509
315439385 1144303875 271156141
532824704 1963905838 387940979
442314725 1528021505 241592779
447923337 1381469743 298944257
127537268 1115085698 271648397
380862553 1920979406 271471807
762603271 1070934708 224458649
989311013 1588685792 272874247
563993358 1471833148 252542711
952582069 1588450738 150373247
938557051 1706140526 150395233
177642010 1128632001 213626969
567096844 1211823917 169013021
888136552 1938662983 298682017
883745452 1941769944 168889957
210149386 1918036560 219333481
552098430 1309073875 252505717
795335316 1135668316 213310991
266811647 1325932408 306971051
684248207 1237927949 290051539
153457075 1312089370 298937839
730156954 1610873895 210318013
517179490 1773436144 298937839
